Name,Barcode,USN,Phone,Branch,Year,Section
Stdfir129,13129,1BY23IS130,1801493421,ISE,1stYear,C
Stdfir130,13130,1BY23IS131,5639622170,ISE,1stYear,C
Stdfir131,13131,1BY23IS132,7557514659,ISE,1stYear,C
Stdfir132,13132,1BY23IS133,2213263814,ISE,1stYear,C
Stdfir133,13133,1BY23IS134,9803686590,ISE,1stYear,C
Stdfir134,13134,1BY23IS135,5986627360,ISE,1stYear,C
Stdfir135,13135,1BY23IS136,0299921113,ISE,1stYear,C
Stdfir136,13136,1BY23IS137,5858573402,ISE,1stYear,C
Stdfir137,13137,1BY23IS138,0888900767,ISE,1stYear,C
Stdfir138,13138,1BY23IS139,6328340691,ISE,1stYear,C
Stdfir139,13139,1BY23IS140,6002352038,ISE,1stYear,C
Stdfir140,13140,1BY23IS141,6533795435,ISE,1stYear,C
Stdfir141,13141,1BY23IS142,2320997310,ISE,1stYear,C
Stdfir142,13142,1BY23IS143,0367259525,ISE,1stYear,C
Stdfir143,13143,1BY23IS144,8492195054,ISE,1stYear,C
Stdfir144,13144,1BY23IS145,5897234876,ISE,1stYear,C
Stdfir145,13145,1BY23IS146,5469492653,ISE,1stYear,C
Stdfir146,13146,1BY23IS147,5145065384,ISE,1stYear,C
Stdfir147,13147,1BY23IS148,2995519394,ISE,1stYear,C
Stdfir148,13148,1BY23IS149,5442783723,ISE,1stYear,C
Stdfir149,13149,1BY23IS150,6064146869,ISE,1stYear,C
Stdfir150,13150,1BY23IS151,5991499580,ISE,1stYear,C
Stdfir151,13151,1BY23IS152,6963133946,ISE,1stYear,C
Stdfir152,13152,1BY23IS153,9041153719,ISE,1stYear,C
Stdfir153,13153,1BY23IS154,1175047234,ISE,1stYear,C
Stdfir154,13154,1BY23IS155,3139470386,ISE,1stYear,C
Stdfir155,13155,1BY23IS156,5656424753,ISE,1stYear,C
Stdfir156,13156,1BY23IS157,7221409807,ISE,1stYear,C
Stdfir157,13157,1BY23IS158,5488974893,ISE,1stYear,C
Stdfir158,13158,1BY23IS159,9472734164,ISE,1stYear,C
Stdfir159,13159,1BY23IS160,7923721218,ISE,1stYear,C
Stdfir160,13160,1BY23IS161,7472442704,ISE,1stYear,C
Stdfir161,13161,1BY23IS162,5922735896,ISE,1stYear,C
Stdfir162,13162,1BY23IS163,1121113330,ISE,1stYear,C
Stdfir163,13163,1BY23IS164,1809247423,ISE,1stYear,C
Stdfir164,13164,1BY23IS165,7790774095,ISE,1stYear,C
Stdfir165,13165,1BY23IS166,8649132176,ISE,1stYear,C
Stdfir166,13166,1BY23IS167,8211287118,ISE,1stYear,C
Stdfir167,13167,1BY23IS168,5514775323,ISE,1stYear,C
Stdfir168,13168,1BY23IS169,4372044559,ISE,1stYear,C
Stdfir169,13169,1BY23IS170,9623492182,ISE,1stYear,C
Stdfir170,13170,1BY23IS171,7964235089,ISE,1stYear,C
Stdfir171,13171,1BY23IS172,2312463917,ISE,1stYear,C
Stdfir172,13172,1BY23IS173,8560495798,ISE,1stYear,C
Stdfir173,13173,1BY23IS174,9755830722,ISE,1stYear,C
Stdfir174,13174,1BY23IS175,7961728471,ISE,1stYear,C
Stdfir175,13175,1BY23IS176,0222379138,ISE,1stYear,C
Stdfir176,13176,1BY23IS177,2744685470,ISE,1stYear,C
Stdfir177,13177,1BY23IS178,5976906995,ISE,1stYear,C
Stdfir178,13178,1BY23IS179,4169098107,ISE,1stYear,C
Stdfir179,13179,1BY23IS180,3325551563,ISE,1stYear,C
Stdfir180,13180,1BY23IS181,1004033959,ISE,1stYear,C
Stdsec1,13201,1BY22IS002,7156450591,ISE,2ndYear,D
Stdsec2,13202,1BY22IS003,5093163044,ISE,2ndYear,D
Stdsec3,13203,1BY22IS004,8330161173,ISE,2ndYear,D
Stdsec4,13204,1BY22IS005,5001627014,ISE,2ndYear,D
Stdsec5,13205,1BY22IS006,7136975764,ISE,2ndYear,D
Stdsec6,13206,1BY22IS007,1162873450,ISE,2ndYear,D
Stdsec7,13207,1BY22IS008,4071846478,ISE,2ndYear,D
Stdsec8,13208,1BY22IS009,2939007874,ISE,2ndYear,D
Stdsec9,13209,1BY22IS010,3153418639,ISE,2ndYear,D
Stdsec10,13210,1BY22IS011,8308181256,ISE,2ndYear,D
Stdsec11,13211,1BY22IS012,4354846178,ISE,2ndYear,D
Stdsec12,13212,1BY22IS013,8493096164,ISE,2ndYear,D
Stdsec13,13213,1BY22IS014,7333679860,ISE,2ndYear,D
Stdsec14,13214,1BY22IS015,2011995391,ISE,2ndYear,D
Stdsec15,13215,1BY22IS016,6095489157,ISE,2ndYear,D
Stdsec16,13216,1BY22IS017,2090216139,ISE,2ndYear,D
Stdsec17,13217,1BY22IS018,1023832965,ISE,2ndYear,D
Stdsec18,13218,1BY22IS019,5219120412,ISE,2ndYear,D
Stdsec19,13219,1BY22IS020,2174311776,ISE,2ndYear,D
Stdsec20,13220,1BY22IS021,3965775870,ISE,2ndYear,D
Stdsec21,13221,1BY22IS022,6700105462,ISE,2ndYear,D
Stdsec22,13222,1BY22IS023,2787165871,ISE,2ndYear,D
Stdsec23,13223,1BY22IS024,4265696941,ISE,2ndYear,D
Stdsec24,13224,1BY22IS025,7855433894,ISE,2ndYear,D
Stdsec25,13225,1BY22IS026,3362501586,ISE,2ndYear,D
Stdsec26,13226,1BY22IS027,7283162431,ISE,2ndYear,D
Stdsec27,13227,1BY22IS028,4313710147,ISE,2ndYear,D
Stdsec28,13228,1BY22IS029,4915071028,ISE,2ndYear,D
Stdsec29,13229,1BY22IS030,6844267075,ISE,2ndYear,D
Stdsec30,13230,1BY22IS031,8438525029,ISE,2ndYear,D
Stdsec31,13231,1BY22IS032,9663780668,ISE,2ndYear,D
Stdsec32,13232,1BY22IS033,9321121751,ISE,2ndYear,D
Stdsec33,13233,1BY22IS034,4954869090,ISE,2ndYear,D
Stdsec34,13234,1BY22IS035,6651480673,ISE,2ndYear,D
Stdsec35,13235,1BY22IS036,0705034555,ISE,2ndYear,D
Stdsec36,13236,1BY22IS037,8143528951,ISE,2ndYear,D
Stdsec37,13237,1BY22IS038,2688422624,ISE,2ndYear,D
Stdsec38,13238,1BY22IS039,3162039541,ISE,2ndYear,D
Stdsec39,13239,1BY22IS040,6586791944,ISE,2ndYear,D
Stdsec40,13240,1BY22IS041,2313664068,ISE,2ndYear,D
Stdsec41,13241,1BY22IS042,1943800433,ISE,2ndYear,D
Stdsec42,13242,1BY22IS043,9758516262,ISE,2ndYear,D
Stdsec43,13243,1BY22IS044,6694071563,ISE,2ndYear,D
Stdsec44,13244,1BY22IS045,7496023505,ISE,2ndYear,D
Stdsec45,13245,1BY22IS046,6408361244,ISE,2ndYear,D
Stdsec46,13246,1BY22IS047,2934846728,ISE,2ndYear,D
Stdsec47,13247,1BY22IS048,8479043967,ISE,2ndYear,D
Stdsec48,13248,1BY22IS049,9459427868,ISE,2ndYear,D
Stdsec49,13249,1BY22IS050,5575519830,ISE,2ndYear,D
Stdsec50,13250,1BY22IS051,1311166699,ISE,2ndYear,D
Stdsec51,13251,1BY22IS052,1435480547,ISE,2ndYear,D
Stdsec52,13252,1BY22IS053,7347258837,ISE,2ndYear,D
Stdsec53,13253,1BY22IS054,4271062800,ISE,2ndYear,D
Stdsec54,13254,1BY22IS055,5657595562,ISE,2ndYear,D
Stdsec55,13255,1BY22IS056,7223657526,ISE,2ndYear,D
Stdsec56,13256,1BY22IS057,2893421036,ISE,2ndYear,D
Stdsec57,13257,1BY22IS058,2146232174,ISE,2ndYear,D
Stdsec58,13258,1BY22IS059,0885330036,ISE,2ndYear,D
Stdsec59,13259,1BY22IS060,3259109531,ISE,2ndYear,D
Stdsec60,13260,1BY22IS061,6394811980,ISE,2ndYear,D
Stdsec61,13261,1BY22IS062,8881638027,ISE,2ndYear,E
Stdsec62,13262,1BY22IS063,3903634657,ISE,2ndYear,E
Stdsec63,13263,1BY22IS064,4361043480,ISE,2ndYear,E
Stdsec64,13264,1BY22IS065,7419431319,ISE,2ndYear,E
Stdsec65,13265,1BY22IS066,2650234669,ISE,2ndYear,E
Stdsec66,13266,1BY22IS067,0239259790,ISE,2ndYear,E
Stdsec67,13267,1BY22IS068,8921984072,ISE,2ndYear,E
Stdsec68,13268,1BY22IS069,3976813483,ISE,2ndYear,E
Stdsec69,13269,1BY22IS070,7072939990,ISE,2ndYear,E
Stdsec70,13270,1BY22IS071,4286626850,ISE,2ndYear,E
Stdsec71,13271,1BY22IS072,8718227297,ISE,2ndYear,E
Stdsec72,13272,1BY22IS073,3585617966,ISE,2ndYear,E
Stdsec73,13273,1BY22IS074,3702725130,ISE,2ndYear,E
Stdsec74,13274,1BY22IS075,4838342869,ISE,2ndYear,E
Stdsec75,13275,1BY22IS076,1352340030,ISE,2ndYear,E
Stdsec76,13276,1BY22IS077,7656085457,ISE,2ndYear,E
Stdsec77,13277,1BY22IS078,6038439619,ISE,2ndYear,E
Stdsec78,13278,1BY22IS079,0497988877,ISE,2ndYear,E
Stdsec79,13279,1BY22IS080,5975270100,ISE,2ndYear,E
Stdsec80,13280,1BY22IS081,1537525468,ISE,2ndYear,E
Stdsec81,13281,1BY22IS082,7004561402,ISE,2ndYear,E
Stdsec82,13282,1BY22IS083,7895624080,ISE,2ndYear,E
Stdsec83,13283,1BY22IS084,4079612552,ISE,2ndYear,E
Stdsec84,13284,1BY22IS085,4378906058,ISE,2ndYear,E
Stdsec85,13285,1BY22IS086,9980125757,ISE,2ndYear,E
Stdsec86,13286,1BY22IS087,8091579351,ISE,2ndYear,E
Stdsec87,13287,1BY22IS088,3933615167,ISE,2ndYear,E
Stdsec88,13288,1BY22IS089,6276771049,ISE,2ndYear,E
Stdsec89,13289,1BY22IS090,2030022507,ISE,2ndYear,E
Stdsec90,13290,1BY22IS091,9813900573,ISE,2ndYear,E
Stdsec91,13291,1BY22IS092,7237403617,ISE,2ndYear,E
Stdsec92,13292,1BY22IS093,6507178817,ISE,2ndYear,E
Stdsec93,13293,1BY22IS094,2578535739,ISE,2ndYear,E
Stdsec94,13294,1BY22IS095,2793528047,ISE,2ndYear,E
Stdsec95,13295,1BY22IS096,9107655350,ISE,2ndYear,E
Stdsec96,13296,1BY22IS097,6864594471,ISE,2ndYear,E
Stdsec97,13297,1BY22IS098,6268241665,ISE,2ndYear,E
Stdsec98,13298,1BY22IS099,9469244450,ISE,2ndYear,E
Stdsec99,13299,1BY22IS100,8539672004,ISE,2ndYear,E
Stdsec100,13300,1BY22IS101,4453294421,ISE,2ndYear,E
Stdsec101,13301,1BY22IS102,9404909083,ISE,2ndYear,E
Stdsec102,13302,1BY22IS103,0161525881,ISE,2ndYear,E
Stdsec103,13303,1BY22IS104,4051933751,ISE,2ndYear,E
Stdsec104,13304,1BY22IS105,8028915696,ISE,2ndYear,E
Stdsec105,13305,1BY22IS106,4192690934,ISE,2ndYear,E
Stdsec106,13306,1BY22IS107,3663253259,ISE,2ndYear,E
Stdsec107,13307,1BY22IS108,0160384481,ISE,2ndYear,E
Stdsec108,13308,1BY22IS109,6702614458,ISE,2ndYear,E
Stdsec109,13309,1BY22IS110,6251915638,ISE,2ndYear,E
Stdsec110,13310,1BY22IS111,8291775915,ISE,2ndYear,E
Stdsec111,13311,1BY22IS112,4788319187,ISE,2ndYear,E
Stdsec112,13312,1BY22IS113,6689262907,ISE,2ndYear,E
Stdsec113,13313,1BY22IS114,1013134470,ISE,2ndYear,E
Stdsec114,13314,1BY22IS115,6630457228,ISE,2ndYear,E
Stdsec115,13315,1BY22IS116,8911757057,ISE,2ndYear,E
Stdsec116,13316,1BY22IS117,6614270935,ISE,2ndYear,E
Stdsec117,13317,1BY22IS118,4443879937,ISE,2ndYear,E
Stdsec118,13318,1BY22IS119,1534501883,ISE,2ndYear,E
Stdsec119,13319,1BY22IS120,3609495838,ISE,2ndYear,E
Stdsec120,13320,1BY22IS121,2580066363,ISE,2ndYear,E
Stdsec121,13321,1BY22IS122,0732333010,ISE,2ndYear,F
Stdsec122,13322,1BY22IS123,0733666521,ISE,2ndYear,F
Stdsec123,13323,1BY22IS124,9593420626,ISE,2ndYear,F
Stdsec124,13324,1BY22IS125,0396151492,ISE,2ndYear,F
Stdsec125,13325,1BY22IS126,8869498190,ISE,2ndYear,F
Stdsec126,13326,1BY22IS127,5358870242,ISE,2ndYear,F
Stdsec127,13327,1BY22IS128,1828118318,ISE,2ndYear,F
Stdsec128,13328,1BY22IS129,9869747036,ISE,2ndYear,F
Stdsec129,13329,1BY22IS130,5721071779,ISE,2ndYear,F
Stdsec130,13330,1BY22IS131,1892458407,ISE,2ndYear,F
Stdsec131,13331,1BY22IS132,3531688124,ISE,2ndYear,F
Stdsec132,13332,1BY22IS133,9857958036,ISE,2ndYear,F
Stdsec133,13333,1BY22IS134,7169875299,ISE,2ndYear,F
Stdsec134,13334,1BY22IS135,4917117797,ISE,2ndYear,F
Stdsec135,13335,1BY22IS136,9365885630,ISE,2ndYear,F
Stdsec136,13336,1BY22IS137,5020317231,ISE,2ndYear,F
Stdsec137,13337,1BY22IS138,1213861508,ISE,2ndYear,F
Stdsec138,13338,1BY22IS139,2157588707,ISE,2ndYear,F
Stdsec139,13339,1BY22IS140,5695379821,ISE,2ndYear,F
Stdsec140,13340,1BY22IS141,6612151003,ISE,2ndYear,F
Stdsec141,13341,1BY22IS142,5726246755,ISE,2ndYear,F
Stdsec142,13342,1BY22IS143,6913619259,ISE,2ndYear,F
Stdsec143,13343,1BY22IS144,9489351409,ISE,2ndYear,F
Stdsec144,13344,1BY22IS145,7663999871,ISE,2ndYear,F
Stdsec145,13345,1BY22IS146,6691019543,ISE,2ndYear,F
Stdsec146,13346,1BY22IS147,1515034157,ISE,2ndYear,F
Stdsec147,13347,1BY22IS148,6315968827,ISE,2ndYear,F
Stdsec148,13348,1BY22IS149,9197008809,ISE,2ndYear,F
Stdsec149,13349,1BY22IS150,3196615565,ISE,2ndYear,F
Stdsec150,13350,1BY22IS151,3406158650,ISE,2ndYear,F
Stdsec151,13351,1BY22IS152,4630268548,ISE,2ndYear,F
Stdsec152,13352,1BY22IS153,4853285565,ISE,2ndYear,F
Stdsec153,13353,1BY22IS154,8575087612,ISE,2ndYear,F
Stdsec154,13354,1BY22IS155,3970595792,ISE,2ndYear,F
Stdsec155,13355,1BY22IS156,6652785156,ISE,2ndYear,F
Stdsec156,13356,1BY22IS157,8723354873,ISE,2ndYear,F
Stdsec157,13357,1BY22IS158,5464583728,ISE,2ndYear,F
Stdsec158,13358,1BY22IS159,2511759379,ISE,2ndYear,F
Stdsec159,13359,1BY22IS160,8258898230,ISE,2ndYear,F
Stdsec160,13360,1BY22IS161,4896257944,ISE,2ndYear,F
Stdsec161,13361,1BY22IS162,4722228791,ISE,2ndYear,F
Stdsec162,13362,1BY22IS163,7077007570,ISE,2ndYear,F
Stdsec163,13363,1BY22IS164,7862974274,ISE,2ndYear,F
Stdsec164,13364,1BY22IS165,9432732096,ISE,2ndYear,F
Stdsec165,13365,1BY22IS166,0197602023,ISE,2ndYear,F
Stdsec166,13366,1BY22IS167,7320475486,ISE,2ndYear,F
Stdsec167,13367,1BY22IS168,0082787534,ISE,2ndYear,F
Stdsec168,13368,1BY22IS169,4019536039,ISE,2ndYear,F
Stdsec169,13369,1BY22IS170,2729126904,ISE,2ndYear,F
Stdsec170,13370,1BY22IS171,5419060882,ISE,2ndYear,F
Stdsec171,13371,1BY22IS172,5354332169,ISE,2ndYear,F
Stdsec172,13372,1BY22IS173,4263933161,ISE,2ndYear,F
Stdsec173,13373,1BY22IS174,8193891961,ISE,2ndYear,F
Stdsec174,13374,1BY22IS175,6868018433,ISE,2ndYear,F
Stdsec175,13375,1BY22IS176,8658810913,ISE,2ndYear,F
Stdsec176,13376,1BY22IS177,6232715032,ISE,2ndYear,F
Stdsec177,13377,1BY22IS178,1520747766,ISE,2ndYear,F
Stdsec178,13378,1BY22IS179,2859331763,ISE,2ndYear,F
Stdsec179,13379,1BY22IS180,7929517054,ISE,2ndYear,F
Stdsec180,13380,1BY22IS181,9001113909,ISE,2ndYear,F
Stdtrd1,13401,1BY21IS002,7167514768,ISE,3ndYear,G
Stdtrd2,13402,1BY21IS003,5273310685,ISE,3ndYear,G
Stdtrd3,13403,1BY21IS004,2137884805,ISE,3ndYear,G
Stdtrd4,13404,1BY21IS005,1413579991,ISE,3ndYear,G
Stdtrd5,13405,1BY21IS006,5938861317,ISE,3ndYear,G
Stdtrd6,13406,1BY21IS007,9894376028,ISE,3ndYear,G
Stdtrd7,13407,1BY21IS008,6972603632,ISE,3ndYear,G
Stdtrd8,13408,1BY21IS009,9080360388,ISE,3ndYear,G
Stdtrd9,13409,1BY21IS010,2439620125,ISE,3ndYear,G
asdsads,12375,1BY21IS030,4661646466,ISE,3ndYear,G
Stdtrd10,13410,1BY21IS011,8152526734,ISE,3ndYear,G
Stdtrd11,13411,1BY21IS012,2376896624,ISE,3ndYear,G
Stdtrd12,13412,1BY21IS013,1637374485,ISE,3ndYear,G
Stdtrd13,13413,1BY21IS014,7048642922,ISE,3ndYear,G
Stdtrd14,13414,1BY21IS015,9103085291,ISE,3ndYear,G
Stdtrd15,13415,1BY21IS016,5664505063,ISE,3ndYear,G
Stdtrd16,13416,1BY21IS017,3083883639,ISE,3ndYear,G
Stdtrd17,13417,1BY21IS018,2475197898,ISE,3ndYear,G
Stdtrd18,13418,1BY21IS019,8389962753,ISE,3ndYear,G
Stdtrd19,13419,1BY21IS020,3434834273,ISE,3ndYear,G
Stdtrd20,13420,1BY21IS021,1904867137,ISE,3ndYear,G
Stdtrd21,13421,1BY21IS022,3778987476,ISE,3ndYear,G
Stdtrd22,13422,1BY21IS023,7151363590,ISE,3ndYear,G
Stdtrd23,13423,1BY21IS024,7617385453,ISE,3ndYear,G
Stdtrd24,13424,1BY21IS025,0550671311,ISE,3ndYear,G
Stdtrd25,13425,1BY21IS026,9295570447,ISE,3ndYear,G
Stdtrd26,13426,1BY21IS027,4801686683,ISE,3ndYear,G
Stdtrd27,13427,1BY21IS028,7983439080,ISE,3ndYear,G
Stdtrd28,13428,1BY21IS029,5443039561,ISE,3ndYear,G

Stdtrd30,13430,1BY21IS031,7353089161,ISE,3ndYear,G
Stdtrd31,13431,1BY21IS032,3872706693,ISE,3ndYear,G
Stdtrd32,13432,1BY21IS033,5106394680,ISE,3ndYear,G
Stdtrd33,13433,1BY21IS034,4418729587,ISE,3ndYear,G
Stdtrd34,13434,1BY21IS035,2206999758,ISE,3ndYear,G
Stdtrd35,13435,1BY21IS036,1783543771,ISE,3ndYear,G
Stdtrd36,13436,1BY21IS037,0793309377,ISE,3ndYear,G
Stdtrd37,13437,1BY21IS031,8334411115,ISE,3ndYear,G
Stdtrd38,13438,1BY21IS039,8564032304,ISE,3ndYear,G
Stdtrd39,13439,1BY21IS040,2260948093,ISE,3ndYear,G
Stdtrd40,13440,1BY21IS041,5718022590,ISE,3ndYear,G
Stdtrd41,13441,1BY21IS042,8717030677,ISE,3ndYear,G
Stdtrd42,13442,1BY21IS043,8562205187,ISE,3ndYear,G
